geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-37.9642210214, 145.2026221571","{""coordinates"": [145.2026221571, -37.9642210214], ""type"": ""Point""}",MGA2020 Zone 55,2590,Lilac Ave/Oakwood Ave (Dandenong North),-37.96422102138027,145.20262215713626,3175,342112,5796632,379,Dandenong North,"https://www.google.com.au/maps/dir//-37.96422102138027,145.20262215713626/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9603940425, 145.1922660215","{""coordinates"": [145.1922660215, -37.9603940425], ""type"": ""Point""}",MGA2020 Zone 55,2594,Oakwood Park Primary School/Oakwood Ave (Noble Park North),-37.960394042467286,145.192266021515,3174,341194,5797039,383,Noble Park North,"https://www.google.com.au/maps/dir//-37.960394042467286,145.192266021515/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9550169938, 145.1906679783","{""coordinates"": [145.1906679783, -37.9550169938], ""type"": ""Point""}",MGA2020 Zone 55,2596,Halton Rd/Jacksons Rd (Noble Park North),-37.95501699376761,145.19066797832048,3174,341042,5797633,385,Noble Park North,"https://www.google.com.au/maps/dir//-37.95501699376761,145.19066797832048/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9480059945, 145.1918639","{""coordinates"": [145.1918639, -37.9480059945], ""type"": ""Point""}",MGA2020 Zone 55,2599,W J Turner Reserve/Jacksons Rd (Noble Park North),-37.94800599450162,145.19186390003503,3174,341132,5798413,388,Noble Park North,"https://www.google.com.au/maps/dir//-37.94800599450162,145.19186390003503/@your+location,17z/data=!4m2!4m1!3e0"
"-37.943978044, 145.1919290648","{""coordinates"": [145.1919290648, -37.943978044], ""type"": ""Point""}",MGA2020 Zone 55,2601,Ahern St/Jacksons Rd (Noble Park North),-37.94397804401752,145.19192906476778,3174,341129,5798860,390,Noble Park North,"https://www.google.com.au/maps/dir//-37.94397804401752,145.19192906476778/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9781250326, 145.2084649459","{""coordinates"": [145.2084649459, -37.9781250326], ""type"": ""Point""}",MGA2020 Zone 55,44897,Dandenong High School/James St (Dandenong),-37.97812503260385,145.20846494585868,3175,342655,5795099,395,Dandenong,"https://www.google.com.au/maps/dir//-37.97812503260385,145.20846494585868/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9714010418, 145.21076787","{""coordinates"": [145.21076787, -37.9714010418], ""type"": ""Point""}",MGA2020 Zone 55,3073,De Villiers Dr/James St (Dandenong),-37.971401041773035,145.2107678699722,3175,342843,5795849,401,Dandenong,"https://www.google.com.au/maps/dir//-37.971401041773035,145.2107678699722/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9669509932, 145.1890659796","{""coordinates"": [145.1890659796, -37.9669509932], ""type"": ""Point""}",MGA2020 Zone 55,2921,Namu St/Heatherton Rd (Noble Park),-37.966950993253654,145.18906597957374,3174,340927,5796306,413,Noble Park,"https://www.google.com.au/maps/dir//-37.966950993253654,145.18906597957374/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9692080113, 145.2075548739","{""coordinates"": [145.2075548739, -37.9692080113], ""type"": ""Point""}",MGA2020 Zone 55,2926,Emerson School/Heatherton Rd (Dandenong),-37.96920801132227,145.20755487388746,3175,342556,5796087,417,Dandenong,"https://www.google.com.au/maps/dir//-37.96920801132227,145.20755487388746/@your+location,17z/data=!4m2!4m1!3e0"
"-37.989550983, 145.2089948621","{""coordinates"": [145.2089948621, -37.989550983], ""type"": ""Point""}",MGA2020 Zone 55,1612,Dandenong Station/Foster St (Dandenong),-37.98955098299156,145.2089948621387,3175,342726,5793832,434,Dandenong,"https://www.google.com.au/maps/dir//-37.98955098299156,145.2089948621387/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9939300245, 145.1819120611","{""coordinates"": [145.1819120611, -37.9939300245], ""type"": ""Point""}",MGA2020 Zone 55,2035,Cheltenham Rd/Chandler Rd (Keysborough),-37.993930024527714,145.18191206111933,3173,340357,5793300,438,Keysborough,"https://www.google.com.au/maps/dir//-37.993930024527714,145.18191206111933/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9898399731, 145.2101731414","{""coordinates"": [145.2101731414, -37.9898399731], ""type"": ""Point""}",MGA2020 Zone 55,19820,Dandenong Station/Foster St (Dandenong),-37.98983997305823,145.21017314138942,3175,342830,5793802,444,Dandenong,"https://www.google.com.au/maps/dir//-37.98983997305823,145.21017314138942/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9893699935, 145.2089091821","{""coordinates"": [145.2089091821, -37.9893699935], ""type"": ""Point""}",MGA2020 Zone 55,19822,Dandenong Station/Foster St (Dandenong),-37.98936999351628,145.2089091821264,3175,342718,5793852,446,Dandenong,"https://www.google.com.au/maps/dir//-37.98936999351628,145.2089091821264/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9940850032, 145.2060839046","{""coordinates"": [145.2060839046, -37.9940850032], ""type"": ""Point""}",MGA2020 Zone 55,2208,Francis St/Dalgety St (Dandenong South),-37.994085003165104,145.20608390463903,3175,342480,5793324,451,Dandenong South,"https://www.google.com.au/maps/dir//-37.994085003165104,145.20608390463903/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9958750133, 145.2040700643","{""coordinates"": [145.2040700643, -37.9958750133], ""type"": ""Point""}",MGA2020 Zone 55,2209,Noon St/Morwell Ave (Dandenong South),-37.99587501334563,145.20407006435028,3175,342307,5793122,452,Dandenong South,"https://www.google.com.au/maps/dir//-37.99587501334563,145.20407006435028/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9934350252, 145.1883690227","{""coordinates"": [145.1883690227, -37.9934350252], ""type"": ""Point""}",MGA2020 Zone 55,4260,Cambria Rd/Cheltenham Rd (Keysborough),-37.993435025200306,145.18836902272864,3173,340923,5793366,457,Keysborough,"https://www.google.com.au/maps/dir//-37.993435025200306,145.18836902272864/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9949360443, 145.1828779415","{""coordinates"": [145.1828779415, -37.9949360443], ""type"": ""Point""}",MGA2020 Zone 55,4262,Chandler Rd/Cheltenham Rd (Keysborough),-37.99493604428323,145.18287794151647,3173,340444,5793190,459,Keysborough,"https://www.google.com.au/maps/dir//-37.99493604428323,145.18287794151647/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9940550349, 145.1853479017","{""coordinates"": [145.1853479017, -37.9940550349], ""type"": ""Point""}",MGA2020 Zone 55,4210,Haldane St/Cheltenham Rd (Keysborough),-37.994055034898494,145.18534790172203,3173,340659,5793292,460,Keysborough,"https://www.google.com.au/maps/dir//-37.994055034898494,145.18534790172203/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9894680029, 145.2094531421","{""coordinates"": [145.2094531421, -37.9894680029], ""type"": ""Point""}",MGA2020 Zone 55,51295,Dandenong Station/Foster St (Dandenong),-37.989468002915885,145.20945314210934,3175,342766,5793842,461,Dandenong,"https://www.google.com.au/maps/dir//-37.989468002915885,145.20945314210934/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9911349844, 145.1982189835","{""coordinates"": [145.1982189835, -37.9911349844], ""type"": ""Point""}",MGA2020 Zone 55,45458,Leslie St/Cheltenham Rd (Dandenong),-37.99113498441981,145.19821898346365,3175,341783,5793638,463,Dandenong,"https://www.google.com.au/maps/dir//-37.99113498441981,145.19821898346365/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9910099746, 145.1970950642","{""coordinates"": [145.1970950642, -37.9910099746], ""type"": ""Point""}",MGA2020 Zone 55,45459,Thrale St/Cheltenham Rd (Dandenong),-37.991009974601475,145.19709506419895,3175,341684,5793650,464,Dandenong,"https://www.google.com.au/maps/dir//-37.991009974601475,145.19709506419895/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9932769859, 145.1886689023","{""coordinates"": [145.1886689023, -37.9932769859], ""type"": ""Point""}",MGA2020 Zone 55,3647,Cambria Rd/Cheltenham Rd (Keysborough),-37.993276985884705,145.18866890227008,3173,340949,5793384,466,Keysborough,"https://www.google.com.au/maps/dir//-37.993276985884705,145.18866890227008/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9887039933, 145.2078201835","{""coordinates"": [145.2078201835, -37.9887039933], ""type"": ""Point""}",MGA2020 Zone 55,3654,Swords St/Foster St (Dandenong),-37.988703993308015,145.20782018355004,3175,342621,5793924,468,Dandenong,"https://www.google.com.au/maps/dir//-37.988703993308015,145.20782018355004/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9947969935, 145.2096309807","{""coordinates"": [145.2096309807, -37.9947969935], ""type"": ""Point""}",MGA2020 Zone 55,440,Dalgety St/Hammond Rd (Dandenong South),-37.99479699349542,145.20963098073898,3175,342793,5793251,469,Dandenong South,"https://www.google.com.au/maps/dir//-37.99479699349542,145.20963098073898/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0872330219, 145.1932959423","{""coordinates"": [145.1932959423, -38.0872330219], ""type"": ""Point""}",MGA2020 Zone 55,21538,Rundle Dr/Wedge Rd (Carrum Downs),-38.087233021857784,145.19329594234338,3201,341558,5782966,473,Carrum Downs,"https://www.google.com.au/maps/dir//-38.087233021857784,145.19329594234338/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0871160215, 145.1933341017","{""coordinates"": [145.1933341017, -38.0871160215], ""type"": ""Point""}",MGA2020 Zone 55,40425,Rundle Dr/Wedge Rd (Carrum Downs),-38.087116021523464,145.193334101693,3977,341561,5782979,478,Carrum Downs,"https://www.google.com.au/maps/dir//-38.087116021523464,145.193334101693/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0875460408, 145.1966749116","{""coordinates"": [145.1966749116, -38.0875460408], ""type"": ""Point""}",MGA2020 Zone 55,40426,Scarlett Ave/Wedge Rd (Carrum Downs),-38.08754604085394,145.19667491155613,3977,341855,5782937,479,Carrum Downs,"https://www.google.com.au/maps/dir//-38.08754604085394,145.19667491155613/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1808490445, 145.192344865","{""coordinates"": [145.192344865, -38.1808490445], ""type"": ""Point""}",MGA2020 Zone 55,11038,Gardeners Rd/Robinsons Rd (Langwarrin South),-38.18084904455375,145.19234486502802,3911,341677,5772576,486,Langwarrin South,"https://www.google.com.au/maps/dir//-38.18084904455375,145.19234486502802/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1821949944, 145.2037399386","{""coordinates"": [145.2037399386, -38.1821949944], ""type"": ""Point""}",MGA2020 Zone 55,11040,Donald Rd/Robinsons Rd (Langwarrin South),-38.18219499444259,145.20373993859616,3911,342678,5772446,488,Langwarrin South,"https://www.google.com.au/maps/dir//-38.18219499444259,145.20373993859616/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1837529841, 145.2083828625","{""coordinates"": [145.2083828625, -38.1837529841], ""type"": ""Point""}",MGA2020 Zone 55,11041,West Rd/Robinsons Rd (Langwarrin South),-38.183752984078,145.20838286247027,3911,343088,5772281,489,Langwarrin South,"https://www.google.com.au/maps/dir//-38.183752984078,145.20838286247027/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1023510431, 145.1936649705","{""coordinates"": [145.1936649705, -38.1023510431], ""type"": ""Point""}",MGA2020 Zone 55,11589,Rowellyn Ave/Hall Rd (Carrum Downs),-38.102351043080276,145.193664970524,3201,341623,5781289,492,Carrum Downs,"https://www.google.com.au/maps/dir//-38.102351043080276,145.193664970524/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1018590135, 145.1898230407","{""coordinates"": [145.1898230407, -38.1018590135], ""type"": ""Point""}",MGA2020 Zone 55,11590,Lyrebird Dr/Hall Rd (Carrum Downs),-38.10185901349735,145.18982304074765,3201,341285,5781337,493,Carrum Downs,"https://www.google.com.au/maps/dir//-38.10185901349735,145.18982304074765/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1790310426, 145.1779031041","{""coordinates"": [145.1779031041, -38.1790310426], ""type"": ""Point""}",MGA2020 Zone 55,11986,Barretts Rd/Robinsons Rd (Langwarrin South),-38.17903104261925,145.17790310408787,3910,340408,5772753,494,Langwarrin South,"https://www.google.com.au/maps/dir//-38.17903104261925,145.17790310408787/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1805579853, 145.190994146","{""coordinates"": [145.190994146, -38.1805579853], ""type"": ""Point""}",MGA2020 Zone 55,11988,Gardeners Rd/Robinsons Rd (Langwarrin South),-38.18055798532345,145.19099414599157,3910,341558,5772606,496,Langwarrin South,"https://www.google.com.au/maps/dir//-38.18055798532345,145.19099414599157/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1812869846, 145.1967980615","{""coordinates"": [145.1967980615, -38.1812869846], ""type"": ""Point""}",MGA2020 Zone 55,11989,Nirvana Cl/Robinsons Rd (Langwarrin South),-38.181286984582236,145.19679806152365,3910,342068,5772535,497,Langwarrin South,"https://www.google.com.au/maps/dir//-38.181286984582236,145.19679806152365/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1822509749, 145.2044350976","{""coordinates"": [145.2044350976, -38.1822509749], ""type"": ""Point""}",MGA2020 Zone 55,11990,Donald Rd/Robinsons Rd (Langwarrin),-38.182250974919484,145.20443509762427,3910,342739,5772441,498,Langwarrin,"https://www.google.com.au/maps/dir//-38.182250974919484,145.20443509762427/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1053970039, 145.193065936","{""coordinates"": [145.193065936, -38.1053970039], ""type"": ""Point""}",MGA2020 Zone 55,11670,Earnshaw Dr/Rowellyn Ave (Carrum Downs),-38.105397003899874,145.193065935965,3201,341577,5780950,501,Carrum Downs,"https://www.google.com.au/maps/dir//-38.105397003899874,145.193065935965/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1034760435, 145.1894518848","{""coordinates"": [145.1894518848, -38.1034760435], ""type"": ""Point""}",MGA2020 Zone 55,11639,Dean Ct/Tattler St (Carrum Downs),-38.10347604345853,145.18945188479296,3201,341256,5781157,502,Carrum Downs,"https://www.google.com.au/maps/dir//-38.10347604345853,145.18945188479296/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1082329937, 145.194057023","{""coordinates"": [145.194057023, -38.1082329937], ""type"": ""Point""}",MGA2020 Zone 55,12440,Leffern Ct/Herrington Ave (Carrum Downs),-38.10823299374586,145.19405702301358,3201,341670,5780637,503,Carrum Downs,"https://www.google.com.au/maps/dir//-38.10823299374586,145.19405702301358/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1128110236, 145.1899969499","{""coordinates"": [145.1899969499, -38.1128110236], ""type"": ""Point""}",MGA2020 Zone 55,12465,Loretta St/Gamble Rd (Carrum Downs),-38.11281102362886,145.18999694986218,3201,341324,5780122,506,Carrum Downs,"https://www.google.com.au/maps/dir//-38.11281102362886,145.18999694986218/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1124410329, 145.1870409895","{""coordinates"": [145.1870409895, -38.1124410329], ""type"": ""Point""}",MGA2020 Zone 55,12470,Tyntynder Dr/Gamble Rd (Carrum Downs),-38.11244103294551,145.18704098951113,3201,341064,5780158,507,Carrum Downs,"https://www.google.com.au/maps/dir//-38.11244103294551,145.18704098951113/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1127820434, 145.1904660307","{""coordinates"": [145.1904660307, -38.1127820434], ""type"": ""Point""}",MGA2020 Zone 55,14987,Loretta St/Gamble Rd (Carrum Downs),-38.11278204335653,145.19046603068534,3201,341365,5780126,509,Carrum Downs,"https://www.google.com.au/maps/dir//-38.11278204335653,145.19046603068534/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1108359736, 145.1951669088","{""coordinates"": [145.1951669088, -38.1108359736], ""type"": ""Point""}",MGA2020 Zone 55,14989,Allied Dr/McCormicks Rd (Carrum Downs),-38.110835973642814,145.19516690879593,3201,341773,5780350,511,Carrum Downs,"https://www.google.com.au/maps/dir//-38.110835973642814,145.19516690879593/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1347150415, 145.2080189089","{""coordinates"": [145.2080189089, -38.1347150415], ""type"": ""Point""}",MGA2020 Zone 55,16524,Potts Rd/Gum Nut Dr (Langwarrin),-38.1347150414743,145.20801890893551,3910,342951,5777722,520,Langwarrin,"https://www.google.com.au/maps/dir//-38.1347150414743,145.20801890893551/@your+location,17z/data=!4m2!4m1!3e0"
"-38.143954983, 145.2111249753","{""coordinates"": [145.2111249753, -38.143954983], ""type"": ""Point""}",MGA2020 Zone 55,16531,McKays Rd/Centre Rd (Langwarrin),-38.143954983011106,145.21112497531203,3910,343243,5776702,522,Langwarrin,"https://www.google.com.au/maps/dir//-38.143954983011106,145.21112497531203/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1472260335, 145.2105208969","{""coordinates"": [145.2105208969, -38.1472260335], ""type"": ""Point""}",MGA2020 Zone 55,16532,Evergreen Way/Centre Rd (Langwarrin),-38.147226033505085,145.2105208968667,3910,343197,5776338,523,Langwarrin,"https://www.google.com.au/maps/dir//-38.147226033505085,145.2105208968667/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1554299841, 145.2083911422","{""coordinates"": [145.2083911422, -38.1554299841], ""type"": ""Point""}",MGA2020 Zone 55,16535,Centre Rd/Southgateway (Langwarrin),-38.15542998409312,145.20839114224412,3910,343028,5775424,526,Langwarrin,"https://www.google.com.au/maps/dir//-38.15542998409312,145.20839114224412/@your+location,17z/data=!4m2!4m1!3e0"
"-38.153372044, 145.2016739002","{""coordinates"": [145.2016739002, -38.153372044], ""type"": ""Point""}",MGA2020 Zone 55,16537,Hornsby Dr/Southgateway (Langwarrin),-38.15337204397436,145.20167390019589,3910,342435,5775641,528,Langwarrin,"https://www.google.com.au/maps/dir//-38.15337204397436,145.20167390019589/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1516910239, 145.1990221382","{""coordinates"": [145.1990221382, -38.1516910239], ""type"": ""Point""}",MGA2020 Zone 55,16538,Jackson Dr/Southgateway (Langwarrin),-38.15169102387159,145.1990221381554,3910,342199,5775823,529,Langwarrin,"https://www.google.com.au/maps/dir//-38.15169102387159,145.1990221381554/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1498959738, 145.1977650181","{""coordinates"": [145.1977650181, -38.1498959738], ""type"": ""Point""}",MGA2020 Zone 55,16539,The Gateway SC/Southgateway (Langwarrin),-38.14989597383522,145.19776501811126,3910,342085,5776020,530,Langwarrin,"https://www.google.com.au/maps/dir//-38.14989597383522,145.19776501811126/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1388959932, 145.2115231393","{""coordinates"": [145.2115231393, -38.1388959932], ""type"": ""Point""}",MGA2020 Zone 55,16347,Granite Dr/Potts Rd (Langwarrin),-38.13889599316045,145.21152313927539,3910,343267,5777264,532,Langwarrin,"https://www.google.com.au/maps/dir//-38.13889599316045,145.21152313927539/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1348939616, 145.2078781495","{""coordinates"": [145.2078781495, -38.1348939616], ""type"": ""Point""}",MGA2020 Zone 55,16349,Potts Rd/Gum Nut Dr (Langwarrin),-38.134893961594166,145.2078781495073,3910,342939,5777702,533,Langwarrin,"https://www.google.com.au/maps/dir//-38.134893961594166,145.2078781495073/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1356710214, 145.2056569519","{""coordinates"": [145.2056569519, -38.1356710214], ""type"": ""Point""}",MGA2020 Zone 55,16350,Woodlands PS/Gum Nut Dr (Langwarrin),-38.13567102144471,145.20565695192548,3910,342746,5777612,534,Langwarrin,"https://www.google.com.au/maps/dir//-38.13567102144471,145.20565695192548/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1383460027, 145.2055691087","{""coordinates"": [145.2055691087, -38.1383460027], ""type"": ""Point""}",MGA2020 Zone 55,16351,Little Boggy Creek Reserve/Cotoneaster Way (Langwarrin),-38.138346002700956,145.2055691087527,3910,342744,5777315,535,Langwarrin,"https://www.google.com.au/maps/dir//-38.138346002700956,145.2055691087527/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1440829637, 145.2112480961","{""coordinates"": [145.2112480961, -38.1440829637], ""type"": ""Point""}",MGA2020 Zone 55,16360,McKays Rd/Centre Rd (Langwarrin),-38.14408296367863,145.21124809607176,3910,343254,5776688,536,Langwarrin,"https://www.google.com.au/maps/dir//-38.14408296367863,145.21124809607176/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1543810343, 145.2057811434","{""coordinates"": [145.2057811434, -38.1543810343], ""type"": ""Point""}",MGA2020 Zone 55,16365,Melaleuca Cres/Southgateway (Langwarrin),-38.154381034336794,145.20578114342558,3910,342797,5775536,540,Langwarrin,"https://www.google.com.au/maps/dir//-38.154381034336794,145.20578114342558/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1534219942, 145.2014218996","{""coordinates"": [145.2014218996, -38.1534219942], ""type"": ""Point""}",MGA2020 Zone 55,16366,Hornsby Dr/Southgateway (Langwarrin),-38.15342199419605,145.2014218995627,3910,342413,5775635,541,Langwarrin,"https://www.google.com.au/maps/dir//-38.15342199419605,145.2014218995627/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1502590342, 145.1979158579","{""coordinates"": [145.1979158579, -38.1502590342], ""type"": ""Point""}",MGA2020 Zone 55,16368,The Gateway SC/Southgateway (Langwarrin),-38.15025903420934,145.19791585793345,3910,342099,5775980,543,Langwarrin,"https://www.google.com.au/maps/dir//-38.15025903420934,145.19791585793345/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1544290033, 145.1842779756","{""coordinates"": [145.1842779756, -38.1544290033], ""type"": ""Point""}",MGA2020 Zone 55,21373,Lloyd St/Cranbourne-Frankston Rd (Langwarrin),-38.154429003296656,145.18427797559403,3910,340913,5775494,547,Langwarrin,"https://www.google.com.au/maps/dir//-38.154429003296656,145.18427797559403/@your+location,17z/data=!4m2!4m1!3e0"
